text,true,pred
john candy need say main reason film people realize_NEG how_NEG gifted_NEG he_NEG wa_NEG a_NEG an_NEG actor_NEG witness changing poor slob horny jerk just simple subtle facial change great bit movie really dumb bit best moment kung fu u scene great moment john trance go stage talk love girlfriend-that genitals love girlfriend sure reading think sequence sound really crude funny mainly john candy doing bit story general pretty lame eugene levy joe flaherty sctv alumnus candy given_NEG enough_NEG to_NEG do_NEG in_NEG the_NEG film_NEG levy moment especially filming wedding end think rod serling great scene talking mother phone overall good movie tough day need brain stupid num num,negative,positive
ok people make point to_NEG like_NEG movie_NEG because_NEG they_NEG 're_NEG good_NEG instead choose like movie based depressing boring foreign country aside crazy summer perfect example great american teen comedy joke good mix slapstick la bobcat goldthwait surreal bobcat inspired direction steve holland dry john cusack morosely dry funny actor american cinema character_NEG in_NEG this_NEG movie_NEG who_NEG doe_NEG deliver_NEG at_NEG least_NEG one_NEG funny_NEG line_NEG (_NEG ok_NEG demi moore yes immature yes screw-ball yes bobcat dress like godzilla trash scale-model seafood restaurant funny hell watch,positive,negative
think cartoon worst cartoon watched recommend cartoon people num did used like num num watched num homework watch cartoon used bit funny enough_NEG to_NEG make_NEG me_NEG burst_NEG out_NEG laughing_NEG older interested witch rated_NEG u_NEG started watch doctor num torchwood num sarah jane adventure pg interested thing doctor interested_NEG in_NEG num_NEG year_NEG old_NEG cartoon_NEG cartoon did last_NEG very_NEG long_NEG it_NEG only_NEG had_NEG num_NEG season_NEG got cancelled low viewer people say writer ran idea show num season,negative,positive
saw movie saturday friend theater num quite funny line humor sprinkled robin williams give decent performance doe laura linney daily fan lewis black pretty good christopher walken give good performance movie start slow remains way thirty minute suspense kick start keeping little edge rest movie suspense supposed comedy movie know everybody place struggling bit character crack joke suspense sequence hear just laugh theater fairness movie smattering applause definitely people enjoyed movie gave movie believe comedy aspect doe work_NEG very_NEG well_NEG in_NEG a_NEG suspense/drama_NEG movie_NEG and_NEG the_NEG actor_NEG performance_NEG bad_NEG just decent movie what_NEG wa_NEG advertised_NEG,negative,positive
despite acceptable adaptation book main theme queen vampire lestat did stay_NEG true_NEG to_NEG anne_NEG rice_NEG 's_NEG complicated_NEG story_NEG telling_NEG deep layer build character shredded apart surface a_NEG completely_NEG different_NEG identity_NEG chronological order major event movie warped uneven quite thing movie did deserve rating num film strongly captured affect lestat vampire public especially young girl movie did fairly good job focusing importance heredity history vampire took pride scene sensuality atmospherically satisfying acting queen damned moderate disappointing stuart townsend aaliyah surprising chemistry show acting best very_NEG often_NEG )_NEG character compared one established interview vampire lack emotional intelligence feast saint shame rice queen damned book movie doe give_NEG all_NEG that_NEG it_NEG appears_NEG to_NEG be_NEG effect dull disappointing extravagance needed scene given_NEG dialog tiring setting scene how_NEG i_NEG pictured_NEG them_NEG in_NEG the_NEG book_NEG think even_NEG taken_NEG from_NEG the_NEG story_NEG area incoherence near beginning middle movie wrap fairly neatly giving viewer story read_NEG the_NEG book_NEG )_NEG somethings feel movie needed include good original score howard shore elmer bernstein instead mix rock music problem_NEG with_NEG some_NEG of_NEG the_NEG song_NEG thing movie better better set direction scenery boring unclear important story move quite frequently overall queen damned unevenly disappointing somewhat satisfying adaption important novel simple change successful piece film work recommend movie people seen interview read book make opinion adaption,positive,negative
begin film entertaining new wonderful game rugby live outside follow game laughable various rugby tradition haka preformed new zealand black black leader haka usually member team best maori pedigree important convention modern game misused represented writer film quite directed poor script over-all execution let heavily taking account based real story doe posse great deal storyline strongly suggest american interested rugby watch film watch rugby actually youtube rugby portrayed film distorted skewed far really,negative,positive
tiny tweet sly sneak locked cage train ride know swinging tweety begin belting insufferable song soon train leaf station let hope puddy tad get time sly try couple funny hand trick spoil sport conductor man put bird safer place baggage cat attempt ending coal oven steam engine chase course bulldog silly sly just big mouth shut persistent pussy try old-stacking-of-the suitcases-bit twice producing payoff tex avery proud unfortunately sylvester bulldog display talent shape shifting producing enormous club back-pocket even_NEG sylvesters_NEG ability_NEG to_NEG outrun_NEG a_NEG speeding_NEG train_NEG can_NEG save_NEG him_NEG when_NEG he_NEG is_NEG thrown_NEG off_NEG silver streak style time row arriving granny new place gower gulch population num cat final attempt involves cross-dressing know happens men dress attention bargained num num,positive,negative
indonesian musical movie have_NEG i_NEG seen_NEG indonesian_NEG musical_NEG movie_NEG like_NEG the_NEG one_NEG made_NEG in_NEG bollywood_NEG miss spirit story just bunch called poetic line story love kid separated meet year change special_NEG remark_NEG simple story plot quite focused musical story line confusing character saved brilliant acting neglected main actress try live character best trying casting feel_NEG the_NEG necessity_NEG to_NEG put_NEG a_NEG balinese_NEG student_NEG in_NEG that_NEG story_NEG and_NEG of_NEG course_NEG the_NEG only_NEG unnecessary_NEG character_NEG strange thing want watch movie maybe mango,negative,positive
good enjoyed construction real time flashback seeing old digger meeting recalling terror captivity changi pow camp main problem way written scene life changi like holiday camp place like old remember film footage men liberated changi japanese pow camp actor_NEG could_NEG lose_NEG enough_NEG weight_NEG to_NEG have_NEG a_NEG resemblance_NEG of_NEG the_NEG state_NEG of_NEG those_NEG men_NEG jew belsen look like sumo wrestler met veteran changi year ride_NEG in_NEG a_NEG japanese_NEG car_NEG let physical mental torture men endured horrific talk percentage survived john doyle ok writing comedy roy hg hate sugar coating history have_NEG been_NEG tolerated_NEG happy satirist write life brian make fun crucifixion obviously comedy consider bad taste changi written portrayal real event regarded younger people true record great performance fine cast redeem_NEG this_NEG lightweight_NEG screenplay_NEG,negative,positive
duller possible original hope say imdb guideline french connection tried absorb european influence complicate conventional view american police detective attempt foundered friedkin ambivalence americaness general indirection relative arthouse boom num s especially nouvelle vague allowed huge influence european cinema hollywood lent new vigour complexity weary medium best bonnie clyde early scorcese new subversion received practice original connection movement difficultly distanced style anti-detective figure old hollywood right-wing reassertion american value figured film tiresome america v france dialectic instance shot like num s french policier french course insisted greatness american movie ignored home sense reclamation warning gallic presumption seen pattern movie connection french gangster invading new york french style smothering american thriller - lead dissolution detective figure irresolution plot - baddie got away american returning france american thriller value imposed native genre - power detective reasserted conventional resolution achieved dramatised doyle relationship french inspector barthelmy dominant influence shake control plot follow original undermining detective hero start doyle importance diminished turn despite ending connection considered hero american foreign land inability control language custom mean dominate_NEG the_NEG plot_NEG misreads sign police force mistaking informer criminal getting killed detective power come power subject interpret doyle spends movie watched controlled object body literally scene dumped charnier viewed interpreted connection instigated action chasing criminal forcing plot passive tied bed locked cell addict dependent loss phallic power predictably symbolised loss gun film follows depressingly familiar oedipal trajectory heroin sequence comforted old lady say look like son drugged state like return womb robbed adult pressure taking watch reinforces timelessness state doubly significant man career depends timetable precision oedipus detective avoid fate doyle reject false mother dissolving unified identity kill father charnier accepted masculine role society psychoanalytic theory popular academic num s ironically instigated frenchman jacques lacan rare film literally fact tended minimising doyle film style doe friedkin distanced hero refusing empathy character motivation focusing mechanic plot doyle conventional hollywood hero instead lost murky long shot knowable understandable viewer traditional device - point-of-view shot close ups connecting shot fall rise popeye doyle plot case subservient acting usual hackman showiness cold turkey scene despite tediousness disturbing_NEG allowed share coldly observe far discomforting experience scene shot lachrymose manly sentimentality american connection tried imitate complex thriller jean pierre melville doe complete opposite melville le samourai featured gangster started film powerful outside language charted eventual disintegration start disintegrated character achieved partly inability language dominance begin step outside language - concluding action sequence largely wordless film locale language important fixed undermined detective regains power figured return gun cathartic burning primal site vulnerability tower block charnier held marseille setting irrelevant mythic stand-off place take compare ending film admits ambiguity despair absolute certainty,negative,positive
starting read book movie based having mixed feeling filmed result learned time ago movie adaptation book read book read book inevitably disappointed film undoubtedly true case atonement probably best filmed adaptation book seen probably have_NEG mattered_NEG trying figure cause suspect point finger squarely michael cunningham respect hour read_NEG but_NEG which_NEG i_NEG saw_NEG and_NEG wa_NEG awed_NEG by_NEG )_NEG i_NEG can_NEG escape_NEG the_NEG feeling_NEG that_NEG he_NEG so_NEG much_NEG adapted_NEG susan_NEG minton_NEG 's_NEG book_NEG a_NEG he_NEG did_NEG take_NEG a_NEG few_NEG of_NEG the_NEG character_NEG and_NEG the_NEG basic_NEG premise_NEG and_NEG write_NEG his_NEG own_NEG movie_NEG out_NEG of_NEG it_NEG that_NEG i_NEG dislike_NEG the_NEG movie_NEG actually love movie started reading novel feeling disturbed thing feel disloyal minton enjoying movie thooughly departure work reading understand struggle adapting unlike reviewer movie said so_NEG much_NEG that_NEG some_NEG novel_NEG do_NEG deserve_NEG to_NEG be_NEG a_NEG movie_NEG like book just ca make_NEG the_NEG transition_NEG minton novel operates level personal intimate central character internally impossible place physical realm lot book memory real event memory fragmented ethereal feel filmable_NEG think minton work real work literature make_NEG the_NEG transition_NEG to_NEG film_NEG way_NEG detracts_NEG from_NEG it_NEG value_NEG yet_NEG report_NEG that_NEG evening_NEG film doe represent_NEG evening_NEG novel superficial way halfway original make tremendous leap resemble film follows point guess writing feel going adapt novel adapt make_NEG it_NEG something_NEG else_NEG that_NEG it_NEG 's_NEG sure_NEG if_NEG michael_NEG cunningham_NEG ha_NEG done_NEG anything_NEG wholly_NEG original_NEG far thing based work have_NEG the_NEG hour_NEG if_NEG virginia_NEG woolf_NEG had_NEG written_NEG mrs._NEG dalloway_NEG have_NEG evening_NEG distressed form susan minton had_NEG so_NEG much_NEG trouble_NEG doing_NEG what_NEG probably_NEG should_NEG have_NEG been_NEG attempted_NEG in_NEG the_NEG first_NEG place_NEG say better minton left evening film satisfactory beautiful work confusion mixed feeling sense disloyalty ultimate conclusion case novel be_NEG the_NEG film_NEG and_NEG vice_NEG versa_NEG eventual gratitude writer doing did work,positive,negative
director looking cast female victim slasher movie surely make sense add couple porn star a_NEG if_NEG they_NEG 're_NEG inexperienced_NEG in_NEG front_NEG of_NEG the_NEG camera_NEG qualm_NEG with_NEG the_NEG requisite_NEG nudity_NEG and_NEG how_NEG many_NEG unattractive_NEG porn_NEG queen_NEG can_NEG you_NEG name_NEG christian viel obviously recognized potential mixing hardcore actress hard-gore effect cast adult cinema sexiest notorious star jenna jameson chasey lain ginger lynn allen taylor hayes turn cameo arguably intriguing slasher flick released scream reinvigorated genre samhain originally intended cinema release october num - keeping check halloween-based synopsis unfortunately shoot plagued numerous problem prevented feature achieving exposure deserves heard signed film num uk penned late october release direct dvd unfortunately label got peerlessly abysmal track record dtv slasher content_NEG with_NEG polluting_NEG our_NEG shelf_NEG with_NEG camp_NEG blood_NEG and_NEG it_NEG follow_NEG up_NEG responsible unleashing granny bleed rancid paranoid samhain finally worthwhile ammunition contemptible catalogue cannon student teacher head southern ireland history course arrival told legend cannibalistic clan roamed hill scotland murdered local food cannibal eventually caught burnt stake rumored tribe escaped headed woodland ireland refuge kid settled begun doing massacre-fodder doe flick mandatory goody two-shoes definite heroine candidate begin spooked shadow creeping late night flesh hungry maniac large forest think look samhain production jinxed right start immediately wallmart refused develop jenna jameson nude make-up shot chasey lain began acting characteristically like drugged-out primadonna finally add insult injury producer got cold foot just flick hit shelf began talking re-editing removing gore report said unhappy copious amount violence wanted trim scene achieve r rating veil course disagreed seeing entire synopsis boosted creatively graphic display eventually month argument director parted company warehouse production feature locked vault despite countless disruption veil slasher opus best genre piece released new millennium copy sent pre-release screener obviously test press sound effect complete soundtrack boasted credible jump-scares superb cinematography couple goriest set piece seen time guy disemboweled rectum strangled intestine jenna jameson stripped naked gutted unflinching close chasey lain end gut unfortunate rescue attempt boyfriend richard grieco murder uncommonly gruesome samhain feel_NEG mean_NEG spirited_NEG basically character thinly portrayed basic slasher honesty script movie biggest downfall dialogue so_NEG much_NEG inspired_NEG by_NEG wes_NEG craven_NEG 's_NEG scream_NEG movie_NEG a_NEG it_NEG wa_NEG flagrantly_NEG cut_NEG and_NEG pasted_NEG from_NEG them_NEG certainly inclusion mouth-watering jenna jameson great producer fan excited know doe whip expected doe chasey lain taylor hayes samhain soft_NEG porn_NEG movie_NEG benefit sticking structure set produce worth noting aforementioned xxx star out-perform supposed feature much_NEG of_NEG a_NEG complement_NEG ginger lynn notable ignore shameful accent battle hulking killer superbly performed choreographed alan chou taylor jenna delivered expectedly poor dramatics caused numerous problem on-set veil direction cinematography excellently constructed provides much-needed injection suspense exciting crisp photography mixed good flair storytelling net result slasher extravaganza satisfy critical gore hound interesting kind final cut released samhain rumor second director drafted shoot different ending curious explicit gore remain intact worldwide distribution end result half good rough print watched better nearly genre piece unleashed past year certainly worth checking,positive,negative
ken loach showed world down-and-out flip swinging london poor cow london woman joy carol white hooking thief having son man end slammer friend terence stamp manages help prof little better loser soon clear joy going make decision going life thing determined - know_NEG whether_NEG or_NEG this_NEG is_NEG accurate_NEG -_NEG wa_NEG a_NEG use_NEG of_NEG irony_NEG in_NEG the_NEG movie_NEG joy experience joy_NEG in_NEG her_NEG life_NEG intended_NEG movie recommend featuring song donovan - color - appeared terence stamp movie limey incidentally came num old parent poor cow came,positive,negative
entrails beauty feature gang yakuza bloke gang-raping woman drug later dy return big slimy monster huge penis sharp teeth big sloppy film very_NEG good.the_NEG gore_NEG doe_NEG come_NEG until_NEG the_NEG last_NEG num_NEG minute_NEG and_NEG most_NEG of_NEG the_NEG film_NEG is_NEG a_NEG standard_NEG soft_NEG core_NEG sex_NEG with_NEG lot_NEG of_NEG rape.worth_NEG checking_NEG out_NEG unfortunately heavily censored optically near fun entrails virgin,positive,negative
got start film like escape fog somebody like budd boetticher learn trade turning good film fact film dated hit movie going public june num num war europe month course even_NEG harry_NEG cohn_NEG could_NEG control_NEG the_NEG event_NEG of_NEG history_NEG wondering public did question_NEG why_NEG a_NEG nazi_NEG spy_NEG ring_NEG wa_NEG helping_NEG out_NEG the_NEG japanese_NEG bad historical inaccuracy fbi pacific asian theater cloak dagger stuff territory os world fbi man like william wright sure good psychic girl friend like nina foch mission orient deliver name key underground leader start general uprising china japanese occupation german bugging otto kruger house learn movie spent guy lost war trying help ally way refer foch sideswiped speeding car knocked unconscious dream wright danger see happen golden gate bridge go foil plot stuff expect nice noir film foggy atmosphere san francisco dimly lit set budd boetticher tried best did cast just convincing_NEG probably did believe_NEG this_NEG claptrap_NEG themselves_NEG possible likely_NEG that_NEG nina_NEG foch_NEG 's_NEG dream_NEG and_NEG it_NEG psychic_NEG consequence_NEG might_NEG have_NEG been_NEG more_NEG developed_NEG and_NEG the_NEG development_NEG were_NEG left_NEG on_NEG the_NEG cutting_NEG room_NEG floor_NEG think just lousy screenplay budd harry cohn columbia picture fast moving event history going,negative,positive
maniratnam india compared prominent world film maker regarded genius film-making proved make frame look visually good offering food pure cinematic pleasure derived cinema old form art like_NEG to_NEG claim_NEG and_NEG portray_NEG myself_NEG a_NEG someone_NEG who_NEG ha_NEG seen_NEG all_NEG the_NEG beautiful_NEG movie_NEG made_NEG around_NEG the_NEG world_NEG thoughtful bit educated film goer identify film contain_NEG innovative_NEG ingenuous_NEG plot_NEG doe contain_NEG lingering_NEG effect_NEG afterward_NEG and_NEG mostly_NEG contain_NEG ridiculous_NEG ending_NEG and_NEG a_NEG lot_NEG of_NEG melodrama_NEG seen profusely indian movie overall maniratnam successfully confirmed distaste film sorry board claiming suggestion watch beautiful cinema globe,negative,positive
let thing straight zombie exist_NEG so_NEG the_NEG filmmaker_NEG can_NEG have_NEG them_NEG walk_NEG run hell fly want make original zombie movie good did damn original hate filmmaker like romero fan boy expect like romero idiot think zombie growl like typical romero movie zombie exist_NEG so_NEG a_NEG filmmaker_NEG can_NEG make_NEG zombie_NEG whistle_NEG if_NEG he_NEG want_NEG zombie movie look good obviously decaying_NEG corps_NEG since_NEG they_NEG just_NEG freaking_NEG died_NEG pretty messed chopped face blood coolest scene half eaten cat looked damn real daughter cried saw movie got really good review fangoria rue morgue want glad listened right come real horror fan taste num num rent,positive,negative
think movie got low rating got judged worst moment diarrhea joke embarrassing nut-scratching scene apart actually quite moment laugh loud jason lee performing wonderfully subtle comedy movie julia stile manages pretty damn funny apart movie behaves like romantic comedy num minute know going end better know num minute better movie watch definitely the_NEG worst_NEG pick_NEG ..._NEG cheer_NEG,positive,negative
guy tell bulgarian ca remember_NEG how_NEG many_NEG time_NEG i_NEG talk_NEG to_NEG american_NEG and_NEG let_NEG alone_NEG that_NEG they_NEG do_NEG have_NEG a_NEG slightest_NEG clue_NEG where_NEG is_NEG bulgaria_NEG say thing like war going right imagined_NEG that_NEG in_NEG a_NEG place_NEG like_NEG bulgaria_NEG people_NEG have_NEG internet_NEG ''_NEG go_NEG watch_NEG bruce_NEG campbell_NEG 's_NEG ``_NEG the_NEG man_NEG with_NEG the_NEG screaming_NEG brain_NEG ''_NEG curious movie cause num bruce campbell fan - evil dead trilogy adventure brisco county num movie shot entirely location bulgaria second alien apocalypse nearly unwatchable num enjoy nice b-movies movie present country like never-ending gypsy town raid car wave illegal gun killed moment bruce line bull h num t bulgaria offending ted raimi stacy ceach make great team bruce doe special - beat peoeple movie num just bruce cult status doe deserve_NEG more_NEG than_NEG num_NEG waste film,negative,positive
watch_NEG much_NEG porn_NEG love porn star love gory movie heard porn-star gore movie really excited course year ago heard trouble making finishing movie thought_NEG i_NEG 'd_NEG actually_NEG get_NEG to_NEG see_NEG it_NEG did ashamed_NEG to_NEG admit_NEG i_NEG loved_NEG it_NEG flaw flaw story set ireland called samhain story want tell sawney beane clan scotland just_NEG set_NEG it_NEG there_NEG and_NEG skip_NEG the_NEG third-grade_NEG report_NEG about_NEG samhain/irish_NEG immigrants/halloween_NEG break rule stating safe trail cannibal mutant just start running amok clear_NEG how_NEG many_NEG cannibal_NEG we_NEG 're_NEG dealing_NEG with_NEG big stone castle obviously ancient one_NEG 's_NEG noticed_NEG it_NEG before_NEG self-conscious horror film reference annoying character heroine flashback montage dead friend include character met_NEG ending make sense_NEG work gore sure liked refreshing nasty movie afraid_NEG to_NEG be_NEG nothing_NEG more_NEG than_NEG a_NEG gore_NEG movie_NEG murder waay taylor hayes nice disgusting scene wild murder given extended shot dvd mind gore overcome stupid story evil breed reinforced,positive,negative
un-tom jerry short jerry narrates tale revolves tom cat falling love losing rival butch tom best friend jerry irked bit cartoon presented cinemascope overall tom jerry cartoon sad depressing just pus get boot dvd instead happy experimental animated short disc num warner brother num -dvd spotlight collection set set hoping warner brother chooses release second volume soon grade c-,negative,positive
essentially story man versus nature film beautiful cinematography lush jungle ceylon presence elizabeth taylor film really get_NEG going_NEG newlwed taylor ignored neglected husband later drawn plantation foreman played dana andrew plantation spell owner peter finch late father ghost cast pall elephant walk major point contention taylor finch elephant determined reclaim traditional path water blocked mansion built right-of-way beast rampage provides best moment action picture taylor andrew good moment struggle remain faithful wife spite marital difficulty finch,negative,positive
swear zombie killed like twice kept coming gave movie num let face folk exactly reviewer saying handy-cam shot film hey hey hey welcome total indy film making fact todd sheet got num zombie appear movie tribute talent yes story gap yes zombie really care fun gory horror film share bud gross people really care lol mellow people suppose liked hunk garbage like titanic twister instead peace support independent film making,positive,negative
saw sea dust nyc screening audience year ago enjoyed film time little confused amendment memory chunk exposition missing version shown rhode island film festival really sure_NEG which_NEG version_NEG i_NEG prefer_NEG honestly say appreciate let begin warning a_NEG popcorn_NEG movie_NEG promoted hammer film tribute people expecting showdown van helsing dracula going sorely disappointed cleavage nudity_NEG (_NEG a_NEG staple_NEG of_NEG the_NEG british_NEG production_NEG house_NEG 's_NEG later_NEG movie_NEG )_NEG sea dust filled gorgeous eye candy really shot like sixty film feature hammer starlet ingrid pitt like_NEG any_NEG of_NEG the_NEG company_NEG 's_NEG picture_NEG in_NEG tone_NEG or_NEG execution_NEG film dark confusing time funny remember_NEG the_NEG earlier_NEG version_NEG being_NEG quite_NEG a_NEG nutty_NEG a_NEG this_NEG one_NEG a_NEG bad_NEG thing_NEG (_NEG especially_NEG the_NEG showdown_NEG in_NEG the_NEG black_NEG forest_NEG that_NEG play_NEG like_NEG a_NEG three_NEG stooge_NEG short_NEG )_NEG m pitt ranting quite entertaining like somebody wound turned loose uniqueness film doe lie_NEG with_NEG the_NEG borrowed_NEG detail_NEG idea occasional sci fi channel viewer regularly taken network task one-note variation theme cgi monster kill get destroyed sea dust idea start trip get_NEG me_NEG wrong_NEG complaining_NEG applaud guy making enterprising low-budget picture having courage pack concept going_NEG to_NEG be_NEG a_NEG picnic_NEG for_NEG people_NEG who_NEG hate_NEG to_NEG think_NEG at_NEG the_NEG movie_NEG (_NEG you_NEG know_NEG who_NEG you_NEG are_NEG )_NEG rest tired formula modern horror film predictability lack respect audience just ticket,positive,negative
movie lacking lot area elvis type guy race car approached bikers satan angel named banjo beat college kid fun want elvis guy driver time wanted folk mstk num quiet movie actually kind good sure violence lot cheesy line kind beer want cold cheesy dude play banjo great boxer glad fight scene biker named fat nazi swastika jacket pretty bold say,negative,positive
month hearing little movie seen cute cute fledgling director make movie combine people creative idea order make one-joke premise movie troop swingblade million blair witch parody come mind director want foot inside hollywood door doing right thing combining plot outline hollywood make film time heard phrase animal house meet future wall street meet dead poet society shakespeare love meet star war remember independent film meant original daring safe_NEG and_NEG predictable_NEG,negative,positive
having read good review film thought time know_NEG why_NEG i_NEG bothered_NEG basically family entrusted clue lead big stash ancient treasure hidden knight templar war independence apparently kept hand british cost firstly did said knight treasure europe america did nic cage character figure fact ship figure clue riddle minute people suddenly master thief steal probably best guarded bit paper world just plot hole inane bit hollywood action gone wrong cage great action movie - rock - lowered getting old character pretty annoying really - guy steal declaration independancd outruns thief gun escape fbi generally invincible film doe really_NEG make_NEG any_NEG sense_NEG and_NEG all_NEG in_NEG all_NEG it_NEG wa_NEG quite_NEG a_NEG disappointment_NEG,negative,positive
second movie boxset originally titled bloodsucker movie pretty average kinda boring part good gore effect great_NEG though_NEG movie take place year num vampire pretty taken world v-san vampire sanitation squad spaceship lead churchill captured vampire receives message earth team formed quintana played hot natassia malthe rookie officer damian rebel rosa roman roman played aaron pearl wrongfully accused v-san later meet leader vampire muco played michael ironside total recall plan_NEG of_NEG living_NEG peacefully_NEG with_NEG human_NEG bent world domination movie a_NEG waste_NEG of_NEG time_NEG doubt putting dvd player anytime soon,negative,positive
really favorite film need_NEG to_NEG give_NEG anyone_NEG a_NEG description_NEG because_NEG every_NEG a_NEG *_NEG *_NEG hole_NEG doe_NEG that_NEG literally obsessed practically bloodless cheesy lame effect having boom-stick showing badly edited num metal horror masterpiece director heard hoped hit box office sequel type deal damn wish went like soundtrack banging acting good check mofo die-hard fan feel free email chat midgetorgy yahoo,positive,negative
really enjoyed film really cheesy time destroy villain hair drier -- plugged unique film enjoyed acting courtney draper tamara hope enjoyed fanuel write liking megan charecter called dweeb acting rewinding showing happened ariel megan point view quite interesting saw twice,negative,positive
overrated mob comedy director demme make actor pause funny line let audience laugh miss_NEG next_NEG line_NEG odd - director did silence lamb - way use pause casting mathew modine young fbi agent pfeiffer love dean stockwell doing jack nicholson-thing squint get nomination plus accept pfeiffer stockwell italian charles napier hairdresser al lewis mob lawyer underused line - bumbling hood song score chris isaak totally place - better flick like pretty pink re-make movie worth proper casting director satire come repeated forgedaboutit,negative,positive
bellocchio refers mainly political movie description revolutionary movement italy metaphor reality movie like metaphor revolutionary learn little mafioso old new andrea papa psychoanalyst stand usual traditional bourgeois value -- morally upright unperturbed clean tidy thoroughly ritualized giullia girlfriend revolutionary represent happen need badly cause support unable muster kind devotion commitment demand guessing andrea adolescent boy guy movie in_NEG some_NEG unquiet_NEG way_NEG ``_NEG upatz_NEG respectful father disobedient love giullia assume really_NEG old_NEG enough_NEG to_NEG have_NEG learned_NEG how_NEG to_NEG manage_NEG his_NEG reflex_NEG optimally_NEG leaf order school complete final exam course contradictory lifestyle described medium man know meaning gradualism cool screaming summed oral final asked translate comment excerpt antigone contrast traditional authority god notion secularity free brings -- particular_NEG course_NEG that_NEG i_NEG 'm_NEG aware_NEG of_NEG --_NEG to_NEG marushka_NEG detmars_NEG brings mind new yorker cartoon year ago hippo neck-deep river staring gazelle drinking bank hippo say hate good actress let way film carry speech manner rich glitter outright lunacy come actress from_NEG directorial_NEG aid_NEG detmars nut_NEG the_NEG way_NEG catherine_NEG deneuve_NEG wa_NEG nut_NEG in_NEG ``_NEG repulsion_NEG wall turn_NEG to_NEG rubber_NEG and_NEG grow_NEG hand_NEG instead animated -- animated give shocking jolt mood abruptly change threatening way looming thunderstorm threatening critic described sultry probably the_NEG word_NEG he_NEG wa_NEG searching_NEG for_NEG compellingly beautiful fluffy brown hair wide white ready grin impulsive giggle eye like eye painting wall ancient egyptian tomb sexy part pretty erotic so_NEG much_NEG because_NEG one_NEG of_NEG them_NEG is_NEG explicit_NEG gotten know character involved interesting spy honeymoon couple door skin flick actually that_NEG much_NEG sex_NEG scene simulated intercourse director let play real time real time eighteen-year-old boy young man play andrea fine necessary thing film depends entirely giullia carry for_NEG their_NEG performance_NEG sure_NEG this_NEG would_NEG be_NEG a_NEG interesting_NEG or_NEG a_NEG admirable_NEG flick_NEG a_NEG it_NEG is_NEG easily turned slow boring romance worth,positive,negative
movie basks innocence doe tell_NEG a_NEG story_NEG big time snooze fest actor personable story trite go think victor rasuk great charisma deserves real film real storyteller,negative,positive
seen_NEG such_NEG a_NEG stupid_NEG dumb movie quite absolutely logic_NEG horror-_NEG doe_NEG scare_NEG you_NEG suspense_NEG thrilling_NEG .._NEG i_NEG mean_NEG i_NEG did_NEG find_NEG even_NEG one_NEG part_NEG of_NEG the_NEG movie_NEG appealing_NEG .._NEG i_NEG do_NEG know_NEG what_NEG they_NEG were_NEG thinking_NEG when_NEG they_NEG made_NEG the_NEG movie_NEG .._NEG you_NEG watch_NEG the_NEG whole_NEG movie_NEG to_NEG find_NEG out_NEG that_NEG plant walk drag human dead body eat human flesh just_NEG that_NEG but_NEG it_NEG can_NEG also_NEG talk_NEG i.e_NEG imitate sound like cellphone ringing human talking like plant make noise cell phone ringing cellphone plant intelligent plant setup ambush clearly creativity level primary school kid bad,negative,positive
watched movie young lad raging hormone sexy movie seen-or have_NEG been_NEG a_NEG great_NEG movie_NEG guess really_NEG remember_NEG much_NEG about_NEG it_NEG tell truth remember sexual chemistry crosby biehn woman_NEG in_NEG any_NEG movie_NEG ha_NEG ever_NEG done_NEG it_NEG for_NEG me_NEG a_NEG the_NEG unbelievably_NEG sexy_NEG cathy_NEG did_NEG in_NEG this_NEG movie_NEG seen_NEG it_NEG since_NEG that_NEG first_NEG time_NEG i_NEG caught_NEG it_NEG on_NEG tv_NEG in_NEG the_NEG num_NEG s_NEG and_NEG i_NEG do_NEG think_NEG i_NEG 'd_NEG want_NEG to_NEG see_NEG it_NEG again_NEG since_NEG i_NEG 'm_NEG sure_NEG it_NEG would_NEG be_NEG a_NEG disappointment-my_NEG hormone_NEG are_NEG a_NEG raging_NEG and_NEG i_NEG 've_NEG become_NEG more_NEG jaded_NEG over_NEG the_NEG year_NEG think shower scene remember great felt way added later watching movie discovered dangerous home erotic pretty tame older woman-younger man thing work just a_NEG much_NEG a_NEG it_NEG once_NEG did_NEG probably longer_NEG a_NEG num_NEG -year-old_NEG older woman younger amateurishness thing perceived_NEG by_NEG my_NEG twelve-year-old_NEG mind_NEG moral better to_NEG revisit_NEG the_NEG past_NEG,negative,positive
